Entity,Code,Date,total_vaccinations_per_hundred
Albania,ALB,2021-01-10,0
Albania,ALB,2021-01-12,0
Albania,ALB,2021-01-13,0.01
Albania,ALB,2021-01-14,0.01
Albania,ALB,2021-01-15,0.01
Albania,ALB,2021-01-16,0.01
Albania,ALB,2021-01-17,0.01
Albania,ALB,2021-01-18,0.02
Albania,ALB,2021-01-19,0.02
Albania,ALB,2021-01-20,0.02
Albania,ALB,2021-01-21,0.02
Albania,ALB,2021-02-02,0.02
Albania,ALB,2021-02-09,0.04
Albania,ALB,2021-02-17,0.06
Albania,ALB,2021-02-18,0.11
Albania,ALB,2021-02-19,0.15
Albania,ALB,2021-02-22,0.23
Albania,ALB,2021-02-25,0.35
Albania,ALB,2021-03-01,0.5
Albania,ALB,2021-03-03,0.55
Algeria,DZA,2021-01-29,0
Algeria,DZA,2021-01-30,0
Algeria,DZA,2021-02-19,0.17
Andorra,AND,2021-01-25,0.75
Andorra,AND,2021-02-01,1.34
Andorra,AND,2021-02-10,1.67
Andorra,AND,2021-02-12,2.1
Andorra,AND,2021-02-19,2.77
Andorra,AND,2021-02-24,3.09
Andorra,AND,2021-02-26,3.27
Anguilla,AIA,2021-02-04,0
Anguilla,AIA,2021-02-13,8.94
Anguilla,AIA,2021-02-14,18.41
Anguilla,AIA,2021-02-26,26.19
Argentina,ARG,2020-12-29,0
Argentina,ARG,2020-12-31,0.07
Argentina,ARG,2021-01-04,0.09
Argentina,ARG,2021-01-08,0.24
Argentina,ARG,2021-01-13,0.37
Argentina,ARG,2021-01-15,0.44
Argentina,ARG,2021-01-20,0.55
Argentina,ARG,2021-01-21,0.59
Argentina,ARG,2021-01-22,0.62
Argentina,ARG,2021-01-23,0.64
Argentina,ARG,2021-01-24,0.65
Argentina,ARG,2021-01-25,0.65
Argentina,ARG,2021-01-26,0.68
Argentina,ARG,2021-01-27,0.7
Argentina,ARG,2021-01-28,0.73
Argentina,ARG,2021-01-29,0.76
Argentina,ARG,2021-01-30,0.81
Argentina,ARG,2021-02-01,0.83
Argentina,ARG,2021-02-03,0.88
Argentina,ARG,2021-02-04,0.98
Argentina,ARG,2021-02-06,1.04
Argentina,ARG,2021-02-07,1.11
Argentina,ARG,2021-02-08,1.13
Argentina,ARG,2021-02-09,1.14
Argentina,ARG,2021-02-10,1.18
Argentina,ARG,2021-02-11,1.27
Argentina,ARG,2021-02-12,1.31
Argentina,ARG,2021-02-13,1.34
Argentina,ARG,2021-02-14,1.35
Argentina,ARG,2021-02-15,1.35
Argentina,ARG,2021-02-16,1.35
Argentina,ARG,2021-02-17,1.35
Argentina,ARG,2021-02-18,1.41
Argentina,ARG,2021-02-19,1.48
Argentina,ARG,2021-02-20,1.56
Argentina,ARG,2021-02-21,1.59
Argentina,ARG,2021-02-22,1.6
Argentina,ARG,2021-02-23,1.65
Argentina,ARG,2021-02-24,1.73
Argentina,ARG,2021-02-25,1.84
Argentina,ARG,2021-02-26,2
Argentina,ARG,2021-02-27,2.18
Argentina,ARG,2021-02-28,2.27
Argentina,ARG,2021-03-01,2.32
Argentina,ARG,2021-03-02,2.49
Argentina,ARG,2021-03-03,2.61
Argentina,ARG,2021-03-04,2.77
Australia,AUS,2021-02-15,0
Australia,AUS,2021-02-16,0
Australia,AUS,2021-02-17,0
Australia,AUS,2021-02-18,0
Australia,AUS,2021-02-19,0
Australia,AUS,2021-02-20,0
Australia,AUS,2021-02-21,0
Australia,AUS,2021-02-22,0
Australia,AUS,2021-02-23,0.01
Australia,AUS,2021-02-24,0.03
Australia,AUS,2021-02-25,0.07
Australia,AUS,2021-02-26,0.1
Australia,AUS,2021-02-27,0.12
Australia,AUS,2021-02-28,0.13
Australia,AUS,2021-03-01,0.13
Australia,AUS,2021-03-02,0.16
Australia,AUS,2021-03-03,0.2
Australia,AUS,2021-03-04,0.24
Austria,AUT,2021-01-13,0.24
Austria,AUT,2021-01-14,0.52
Austria,AUT,2021-01-15,0.75
Austria,AUT,2021-01-16,0.84
Austria,AUT,2021-01-17,0.91
Austria,AUT,2021-01-18,0.99
Austria,AUT,2021-01-19,1.08
Austria,AUT,2021-01-20,1.41
Austria,AUT,2021-01-21,1.7
Austria,AUT,2021-01-22,1.82
Austria,AUT,2021-01-23,1.87
Austria,AUT,2021-01-24,1.9
Austria,AUT,2021-01-25,1.97
Austria,AUT,2021-01-26,2.08
Austria,AUT,2021-01-27,2.13
Austria,AUT,2021-01-28,2.2
Austria,AUT,2021-01-29,2.32
Austria,AUT,2021-01-30,2.45
Austria,AUT,2021-01-31,2.5
Austria,AUT,2021-02-01,2.53
Austria,AUT,2021-02-02,2.68
Austria,AUT,2021-02-03,2.81
Austria,AUT,2021-02-04,2.91
Austria,AUT,2021-02-05,3.08
Austria,AUT,2021-02-06,3.16
Austria,AUT,2021-02-07,3.22
Austria,AUT,2021-02-08,3.31
Austria,AUT,2021-02-09,3.46
Austria,AUT,2021-02-10,3.66
Austria,AUT,2021-02-11,3.81
Austria,AUT,2021-02-12,4.06
Austria,AUT,2021-02-13,4.09
Austria,AUT,2021-02-14,4.15
Austria,AUT,2021-02-15,4.47
Austria,AUT,2021-02-16,4.64
Austria,AUT,2021-02-17,4.94
Austria,AUT,2021-02-18,5.17
Austria,AUT,2021-02-19,5.41
Austria,AUT,2021-02-20,5.53
Austria,AUT,2021-02-21,5.64
Austria,AUT,2021-02-22,5.77
Austria,AUT,2021-02-23,5.95
Austria,AUT,2021-02-24,6.18
Austria,AUT,2021-02-25,6.46
Austria,AUT,2021-02-26,6.89
Austria,AUT,2021-02-27,7.17
Austria,AUT,2021-02-28,7.29
Austria,AUT,2021-03-01,7.44
Austria,AUT,2021-03-02,7.72
Austria,AUT,2021-03-03,8.03
Azerbaijan,AZE,2021-01-17,0
Azerbaijan,AZE,2021-02-06,0.64
Azerbaijan,AZE,2021-03-01,2.89
Azerbaijan,AZE,2021-03-03,3.33
Bahrain,BHR,2020-12-23,2.29
Bahrain,BHR,2020-12-24,2.94
Bahrain,BHR,2020-12-25,2.97
Bahrain,BHR,2020-12-26,3.03
Bahrain,BHR,2020-12-27,3.15
Bahrain,BHR,2020-12-28,3.23
Bahrain,BHR,2020-12-29,3.29
Bahrain,BHR,2020-12-30,3.37
Bahrain,BHR,2020-12-31,3.45
Bahrain,BHR,2021-01-01,3.49
Bahrain,BHR,2021-01-02,3.53
Bahrain,BHR,2021-01-03,3.57
Bahrain,BHR,2021-01-04,3.62
Bahrain,BHR,2021-01-05,3.75
Bahrain,BHR,2021-01-06,4.02
Bahrain,BHR,2021-01-07,4.25
Bahrain,BHR,2021-01-08,4.6
Bahrain,BHR,2021-01-09,4.95
Bahrain,BHR,2021-01-10,5.25
Bahrain,BHR,2021-01-11,5.44
Bahrain,BHR,2021-01-12,5.75
Bahrain,BHR,2021-01-13,5.96
Bahrain,BHR,2021-01-14,6.44
Bahrain,BHR,2021-01-15,7.22
Bahrain,BHR,2021-01-16,8.06
Bahrain,BHR,2021-01-17,8.32
Bahrain,BHR,2021-01-18,8.39
Bahrain,BHR,2021-01-19,8.44
Bahrain,BHR,2021-01-20,8.47
Bahrain,BHR,2021-01-26,9.75
Bahrain,BHR,2021-01-27,9.86
Bahrain,BHR,2021-01-28,9.96
Bahrain,BHR,2021-01-29,9.98
Bahrain,BHR,2021-01-30,10.02
Bahrain,BHR,2021-01-31,10.08
Bahrain,BHR,2021-02-01,10.16
Bahrain,BHR,2021-02-02,10.23
Bahrain,BHR,2021-02-03,10.29
Bahrain,BHR,2021-02-04,10.42
Bahrain,BHR,2021-02-05,10.55
Bahrain,BHR,2021-02-06,10.73
Bahrain,BHR,2021-02-07,11.25
Bahrain,BHR,2021-02-08,11.82
Bahrain,BHR,2021-02-09,12.51
Bahrain,BHR,2021-02-10,12.91
Bahrain,BHR,2021-02-11,13.22
Bahrain,BHR,2021-02-12,13.67
Bahrain,BHR,2021-02-13,14.24
Bahrain,BHR,2021-02-14,14.62
Bahrain,BHR,2021-02-15,14.75
Bahrain,BHR,2021-02-16,14.87
Bahrain,BHR,2021-02-17,15.14
Bahrain,BHR,2021-02-18,15.48
Bahrain,BHR,2021-02-19,15.77
Bahrain,BHR,2021-02-20,15.97
Bahrain,BHR,2021-02-21,16.16
Bahrain,BHR,2021-02-22,16.35
Bahrain,BHR,2021-02-23,16.54
Bahrain,BHR,2021-02-24,16.75
Bahrain,BHR,2021-02-25,17.05
Bahrain,BHR,2021-02-26,17.21
Bahrain,BHR,2021-02-27,17.35
Bahrain,BHR,2021-02-28,17.52
Bahrain,BHR,2021-03-01,17.7
Bahrain,BHR,2021-03-02,17.79
Bahrain,BHR,2021-03-03,17.86
Bahrain,BHR,2021-03-04,17.96
Bangladesh,BGD,2021-01-26,0
Bangladesh,BGD,2021-01-27,0
Bangladesh,BGD,2021-01-28,0
Bangladesh,BGD,2021-02-07,0.02
Bangladesh,BGD,2021-02-09,0.11
Bangladesh,BGD,2021-02-10,0.21
Bangladesh,BGD,2021-02-13,0.45
Bangladesh,BGD,2021-02-14,0.55
Bangladesh,BGD,2021-02-15,0.69
Bangladesh,BGD,2021-02-16,0.83
Bangladesh,BGD,2021-02-17,0.96
Bangladesh,BGD,2021-02-18,1.12
Bangladesh,BGD,2021-02-20,1.26
Bangladesh,BGD,2021-02-22,1.4
Bangladesh,BGD,2021-02-23,1.51
Bangladesh,BGD,2021-02-24,1.62
Bangladesh,BGD,2021-02-25,1.73
Bangladesh,BGD,2021-02-27,1.81
Bangladesh,BGD,2021-02-28,1.89
Bangladesh,BGD,2021-03-02,2.03
Bangladesh,BGD,2021-03-04,2.17
Barbados,BRB,2021-02-15,1.56
Barbados,BRB,2021-02-16,2.33
Barbados,BRB,2021-02-17,3.17
Barbados,BRB,2021-02-18,4
Barbados,BRB,2021-02-19,5.01
Barbados,BRB,2021-02-20,5.51
Barbados,BRB,2021-02-21,5.76
Barbados,BRB,2021-02-22,6.64
Barbados,BRB,2021-02-23,7.67
Barbados,BRB,2021-02-24,8.9
Barbados,BRB,2021-02-25,10.19
Barbados,BRB,2021-02-26,11.7
Barbados,BRB,2021-02-27,12.79
Barbados,BRB,2021-02-28,13.44
Barbados,BRB,2021-03-01,14.31
Barbados,BRB,2021-03-02,15.05
Barbados,BRB,2021-03-03,15.61
Belarus,BLR,2020-12-28,0
Belarus,BLR,2021-02-18,0.22
Belgium,BEL,2020-12-28,0
Belgium,BEL,2020-12-29,0
Belgium,BEL,2020-12-30,0.01
Belgium,BEL,2020-12-31,0.01
Belgium,BEL,2021-01-01,0.01
Belgium,BEL,2021-01-04,0.01
Belgium,BEL,2021-01-05,0.02
Belgium,BEL,2021-01-06,0.05
Belgium,BEL,2021-01-07,0.12
Belgium,BEL,2021-01-08,0.2
Belgium,BEL,2021-01-09,0.23
Belgium,BEL,2021-01-10,0.23
Belgium,BEL,2021-01-11,0.28
Belgium,BEL,2021-01-12,0.42
Belgium,BEL,2021-01-13,0.6
Belgium,BEL,2021-01-14,0.8
Belgium,BEL,2021-01-15,1
Belgium,BEL,2021-01-16,1.04
Belgium,BEL,2021-01-17,1.07
Belgium,BEL,2021-01-18,1.16
Belgium,BEL,2021-01-19,1.33
Belgium,BEL,2021-01-20,1.51
Belgium,BEL,2021-01-21,1.77
Belgium,BEL,2021-01-22,2.02
Belgium,BEL,2021-01-23,2.09
Belgium,BEL,2021-01-24,2.11
Belgium,BEL,2021-01-25,2.2
Belgium,BEL,2021-01-26,2.31
Belgium,BEL,2021-01-27,2.45
Belgium,BEL,2021-01-28,2.64
Belgium,BEL,2021-01-29,2.82
Belgium,BEL,2021-01-30,2.85
Belgium,BEL,2021-01-31,2.86
Belgium,BEL,2021-02-01,2.93
Belgium,BEL,2021-02-02,3.13
Belgium,BEL,2021-02-03,3.37
Belgium,BEL,2021-02-04,3.65
Belgium,BEL,2021-02-05,3.9
Belgium,BEL,2021-02-06,3.96
Belgium,BEL,2021-02-07,3.99
Belgium,BEL,2021-02-08,4.07
Belgium,BEL,2021-02-09,4.3
Belgium,BEL,2021-02-10,4.51
Belgium,BEL,2021-02-11,4.81
Belgium,BEL,2021-02-12,5.1
Belgium,BEL,2021-02-13,5.17
Belgium,BEL,2021-02-14,5.19
Belgium,BEL,2021-02-15,5.3
Belgium,BEL,2021-02-16,5.43
Belgium,BEL,2021-02-17,5.59
Belgium,BEL,2021-02-18,5.82
Belgium,BEL,2021-02-19,6.07
Belgium,BEL,2021-02-20,6.11
Belgium,BEL,2021-02-21,6.13
Belgium,BEL,2021-02-22,6.24
Belgium,BEL,2021-02-23,6.4
Belgium,BEL,2021-02-24,6.58
Belgium,BEL,2021-02-25,6.83
Belgium,BEL,2021-02-26,7.09
Belgium,BEL,2021-02-27,7.12
Belgium,BEL,2021-02-28,7.13
Belgium,BEL,2021-03-01,7.23
Belgium,BEL,2021-03-02,7.38
Belgium,BEL,2021-03-03,7.47
Bermuda,BMU,2021-01-10,0
Bermuda,BMU,2021-01-16,2.67
Bermuda,BMU,2021-01-23,4.71
Bermuda,BMU,2021-01-30,7.86
Bermuda,BMU,2021-02-06,14.61
Bermuda,BMU,2021-02-09,16.06
Bermuda,BMU,2021-02-15,21.12
Bermuda,BMU,2021-02-22,27.42
Bermuda,BMU,2021-02-27,33.25
Bermuda,BMU,2021-03-01,34.34
Bolivia,BOL,2021-01-28,0
Bolivia,BOL,2021-01-29,0
Bolivia,BOL,2021-01-30,0
Bolivia,BOL,2021-01-31,0
Bolivia,BOL,2021-02-01,0
Bolivia,BOL,2021-02-02,0.01
Bolivia,BOL,2021-02-03,0.03
Bolivia,BOL,2021-02-11,0.09
Bolivia,BOL,2021-03-02,0.17
Bolivia,BOL,2021-03-03,0.17
Bolivia,BOL,2021-03-04,0.17
Brazil,BRA,2021-01-16,0
Brazil,BRA,2021-01-17,0
Brazil,BRA,2021-01-18,0
Brazil,BRA,2021-01-19,0.01
Brazil,BRA,2021-01-20,0.01
Brazil,BRA,2021-01-21,0.06
Brazil,BRA,2021-01-22,0.12
Brazil,BRA,2021-01-23,0.25
Brazil,BRA,2021-01-24,0.28
Brazil,BRA,2021-01-25,0.33
Brazil,BRA,2021-01-26,0.4
Brazil,BRA,2021-01-27,0.53
Brazil,BRA,2021-01-28,0.68
Brazil,BRA,2021-01-29,0.78
Brazil,BRA,2021-01-30,0.94
Brazil,BRA,2021-01-31,0.98
Brazil,BRA,2021-02-01,1
Brazil,BRA,2021-02-02,1.08
Brazil,BRA,2021-02-03,1.19
Brazil,BRA,2021-02-04,1.45
Brazil,BRA,2021-02-05,1.45
Brazil,BRA,2021-02-06,1.6
Brazil,BRA,2021-02-07,1.67
Brazil,BRA,2021-02-08,1.7
Brazil,BRA,2021-02-09,1.8
Brazil,BRA,2021-02-10,1.94
Brazil,BRA,2021-02-11,2.07
Brazil,BRA,2021-02-12,2.21
Brazil,BRA,2021-02-13,2.41
Brazil,BRA,2021-02-14,2.46
Brazil,BRA,2021-02-15,2.49
Brazil,BRA,2021-02-16,2.64
Brazil,BRA,2021-02-17,2.77
Brazil,BRA,2021-02-18,2.92
Brazil,BRA,2021-02-19,3.07
Brazil,BRA,2021-02-20,3.21
Brazil,BRA,2021-02-21,3.27
Brazil,BRA,2021-02-22,3.31
Brazil,BRA,2021-02-23,3.43
Brazil,BRA,2021-02-24,3.55
Brazil,BRA,2021-02-25,3.67
Brazil,BRA,2021-02-26,3.81
Brazil,BRA,2021-02-27,3.92
Brazil,BRA,2021-02-28,3.97
Brazil,BRA,2021-03-01,3.98
Brazil,BRA,2021-03-02,4.16
Brazil,BRA,2021-03-03,4.36
Brazil,BRA,2021-03-04,4.58
Bulgaria,BGR,2020-12-29,0.02
Bulgaria,BGR,2020-12-30,0.07
Bulgaria,BGR,2021-01-01,0.07
Bulgaria,BGR,2021-01-05,0.08
Bulgaria,BGR,2021-01-06,0.11
Bulgaria,BGR,2021-01-07,0.16
Bulgaria,BGR,2021-01-08,0.19
Bulgaria,BGR,2021-01-09,0.19
Bulgaria,BGR,2021-01-11,0.2
Bulgaria,BGR,2021-01-12,0.23
Bulgaria,BGR,2021-01-13,0.25
Bulgaria,BGR,2021-01-14,0.25
Bulgaria,BGR,2021-01-15,0.26
Bulgaria,BGR,2021-01-16,0.26
Bulgaria,BGR,2021-01-17,0.27
Bulgaria,BGR,2021-01-18,0.28
Bulgaria,BGR,2021-01-19,0.32
Bulgaria,BGR,2021-01-20,0.35
Bulgaria,BGR,2021-01-21,0.36
Bulgaria,BGR,2021-01-22,0.38
Bulgaria,BGR,2021-01-23,0.38
Bulgaria,BGR,2021-01-24,0.38
Bulgaria,BGR,2021-01-25,0.39
Bulgaria,BGR,2021-01-26,0.42
Bulgaria,BGR,2021-01-27,0.47
Bulgaria,BGR,2021-01-28,0.54
Bulgaria,BGR,2021-01-29,0.59
Bulgaria,BGR,2021-01-30,0.59
Bulgaria,BGR,2021-01-31,0.59
Bulgaria,BGR,2021-02-01,0.61
Bulgaria,BGR,2021-02-02,0.66
Bulgaria,BGR,2021-02-03,0.72
Bulgaria,BGR,2021-02-04,0.78
Bulgaria,BGR,2021-02-05,0.82
Bulgaria,BGR,2021-02-06,0.82
Bulgaria,BGR,2021-02-07,0.82
Bulgaria,BGR,2021-02-08,0.85
Bulgaria,BGR,2021-02-09,0.9
Bulgaria,BGR,2021-02-10,0.95
Bulgaria,BGR,2021-02-11,1.02
Bulgaria,BGR,2021-02-12,1.07
Bulgaria,BGR,2021-02-13,1.08
Bulgaria,BGR,2021-02-14,1.08
Bulgaria,BGR,2021-02-15,1.11
Bulgaria,BGR,2021-02-16,1.17
Bulgaria,BGR,2021-02-17,1.24
Bulgaria,BGR,2021-02-18,1.3
Bulgaria,BGR,2021-02-19,1.5
Bulgaria,BGR,2021-02-20,1.56
Bulgaria,BGR,2021-02-21,1.72
Bulgaria,BGR,2021-02-22,1.89
Bulgaria,BGR,2021-02-23,2.13
Bulgaria,BGR,2021-02-24,2.42
Bulgaria,BGR,2021-02-25,2.71
Bulgaria,BGR,2021-02-26,2.94
Bulgaria,BGR,2021-02-27,3.02
Bulgaria,BGR,2021-02-28,3.06
Bulgaria,BGR,2021-03-01,3.22
Bulgaria,BGR,2021-03-02,3.51
Bulgaria,BGR,2021-03-03,3.57
Bulgaria,BGR,2021-03-04,3.86
Cambodia,KHM,2021-02-09,0
Cambodia,KHM,2021-02-10,0.01
Cambodia,KHM,2021-02-17,0.02
Cambodia,KHM,2021-02-19,0.03
Cambodia,KHM,2021-02-23,0.05
Cambodia,KHM,2021-02-25,0.08
Cambodia,KHM,2021-03-01,0.15
Cambodia,KHM,2021-03-02,0.2
Cambodia,KHM,2021-03-03,0.24
Canada,CAN,2020-12-14,0
Canada,CAN,2020-12-15,0
Canada,CAN,2020-12-16,0.01
Canada,CAN,2020-12-17,0.02
Canada,CAN,2020-12-18,0.03
Canada,CAN,2020-12-19,0.03
Canada,CAN,2020-12-20,0.03
Canada,CAN,2020-12-21,0.06
Canada,CAN,2020-12-22,0.07
Canada,CAN,2020-12-23,0.09
Canada,CAN,2020-12-24,0.12
Canada,CAN,2020-12-25,0.12
Canada,CAN,2020-12-26,0.13
Canada,CAN,2020-12-27,0.14
Canada,CAN,2020-12-28,0.16
Canada,CAN,2020-12-29,0.19
Canada,CAN,2020-12-30,0.22
Canada,CAN,2020-12-31,0.26
Canada,CAN,2021-01-01,0.27
Canada,CAN,2021-01-02,0.29
Canada,CAN,2021-01-03,0.3
Canada,CAN,2021-01-04,0.36
Canada,CAN,2021-01-05,0.41
Canada,CAN,2021-01-06,0.49
Canada,CAN,2021-01-07,0.58
Canada,CAN,2021-01-08,0.69
Canada,CAN,2021-01-09,0.78
Canada,CAN,2021-01-10,0.85
Canada,CAN,2021-01-11,0.95
Canada,CAN,2021-01-12,1.03
Canada,CAN,2021-01-13,1.11
Canada,CAN,2021-01-14,1.22
Canada,CAN,2021-01-15,1.35
Canada,CAN,2021-01-16,1.44
Canada,CAN,2021-01-17,1.51
Canada,CAN,2021-01-18,1.63
Canada,CAN,2021-01-19,1.73
Canada,CAN,2021-01-20,1.84
Canada,CAN,2021-01-21,1.96
Canada,CAN,2021-01-22,2.06
Canada,CAN,2021-01-23,2.12
Canada,CAN,2021-01-24,2.16
Canada,CAN,2021-01-25,2.23
Canada,CAN,2021-01-26,2.3
Canada,CAN,2021-01-27,2.36
Canada,CAN,2021-01-28,2.43
Canada,CAN,2021-01-29,2.48
Canada,CAN,2021-01-30,2.52
Canada,CAN,2021-01-31,2.54
Canada,CAN,2021-02-01,2.58
Canada,CAN,2021-02-02,2.62
Canada,CAN,2021-02-03,2.65
Canada,CAN,2021-02-04,2.7
Canada,CAN,2021-02-05,2.76
Canada,CAN,2021-02-06,2.82
Canada,CAN,2021-02-07,2.85
Canada,CAN,2021-02-08,2.91
Canada,CAN,2021-02-09,2.98
Canada,CAN,2021-02-10,3.06
Canada,CAN,2021-02-11,3.14
Canada,CAN,2021-02-12,3.24
Canada,CAN,2021-02-13,3.33
Canada,CAN,2021-02-14,3.37
Canada,CAN,2021-02-15,3.4
Canada,CAN,2021-02-16,3.47
Canada,CAN,2021-02-17,3.52
Canada,CAN,2021-02-18,3.59
Canada,CAN,2021-02-19,3.72
Canada,CAN,2021-02-20,3.85
Canada,CAN,2021-02-21,3.96
Canada,CAN,2021-02-22,4.13
Canada,CAN,2021-02-23,4.26
Canada,CAN,2021-02-24,4.38
Canada,CAN,2021-02-25,4.53
Canada,CAN,2021-02-26,4.71
Canada,CAN,2021-02-27,4.88
Canada,CAN,2021-02-28,5
Canada,CAN,2021-03-01,5.16
Canada,CAN,2021-03-02,5.35
Canada,CAN,2021-03-03,5.54
Canada,CAN,2021-03-04,5.75
Cayman Islands,CYM,2020-12-26,0
Cayman Islands,CYM,2021-02-04,16.75
Cayman Islands,CYM,2021-02-09,20.71
Cayman Islands,CYM,2021-02-10,21.43
Cayman Islands,CYM,2021-02-12,23.65
Cayman Islands,CYM,2021-02-17,25.45
Cayman Islands,CYM,2021-02-19,26.3
Cayman Islands,CYM,2021-02-20,27.63
Cayman Islands,CYM,2021-02-23,30.34
Cayman Islands,CYM,2021-02-24,31.14
Cayman Islands,CYM,2021-02-25,32.12
Cayman Islands,CYM,2021-03-03,36.53
Chile,CHL,2020-12-24,0
Chile,CHL,2020-12-25,0.03
Chile,CHL,2020-12-26,0.04
Chile,CHL,2020-12-27,0.05
Chile,CHL,2020-12-28,0.05
Chile,CHL,2020-12-29,0.05
Chile,CHL,2020-12-30,0.05
Chile,CHL,2020-12-31,0.05
Chile,CHL,2021-01-01,0.05
Chile,CHL,2021-01-02,0.05
Chile,CHL,2021-01-03,0.05
Chile,CHL,2021-01-04,0.05
Chile,CHL,2021-01-05,0.05
Chile,CHL,2021-01-06,0.06
Chile,CHL,2021-01-07,0.06
Chile,CHL,2021-01-08,0.06
Chile,CHL,2021-01-09,0.06
Chile,CHL,2021-01-10,0.06
Chile,CHL,2021-01-11,0.06
Chile,CHL,2021-01-12,0.06
Chile,CHL,2021-01-13,0.06
Chile,CHL,2021-01-14,0.1
Chile,CHL,2021-01-15,0.12
Chile,CHL,2021-01-16,0.12
Chile,CHL,2021-01-17,0.12
