Entity,Code,Date,total_vaccinations_per_hundred
Chile,CHL,2021-01-18,0.17
Chile,CHL,2021-01-19,0.27
Chile,CHL,2021-01-20,0.32
Chile,CHL,2021-01-21,0.34
Chile,CHL,2021-01-22,0.34
Chile,CHL,2021-01-23,0.34
Chile,CHL,2021-01-24,0.34
Chile,CHL,2021-01-25,0.35
Chile,CHL,2021-01-26,0.35
Chile,CHL,2021-01-27,0.35
Chile,CHL,2021-01-28,0.35
Chile,CHL,2021-01-29,0.35
Chile,CHL,2021-01-30,0.35
Chile,CHL,2021-01-31,0.35
Chile,CHL,2021-02-01,0.35
Chile,CHL,2021-02-02,0.42
Chile,CHL,2021-02-03,1.31
Chile,CHL,2021-02-04,2.23
Chile,CHL,2021-02-05,3.12
Chile,CHL,2021-02-06,3.26
Chile,CHL,2021-02-07,3.31
Chile,CHL,2021-02-08,4.53
Chile,CHL,2021-02-09,5.89
Chile,CHL,2021-02-10,7.35
Chile,CHL,2021-02-11,8.68
Chile,CHL,2021-02-12,9.88
Chile,CHL,2021-02-13,10.04
Chile,CHL,2021-02-14,10.06
Chile,CHL,2021-02-15,11.44
Chile,CHL,2021-02-16,12.59
Chile,CHL,2021-02-17,13.58
Chile,CHL,2021-02-18,14.39
Chile,CHL,2021-02-19,15.13
Chile,CHL,2021-02-20,15.18
Chile,CHL,2021-02-21,15.18
Chile,CHL,2021-02-22,15.75
Chile,CHL,2021-02-23,16.24
Chile,CHL,2021-02-24,16.69
Chile,CHL,2021-02-25,17.14
Chile,CHL,2021-02-26,17.55
Chile,CHL,2021-02-27,17.6
Chile,CHL,2021-02-28,17.6
Chile,CHL,2021-03-01,18.32
Chile,CHL,2021-03-02,19.21
Chile,CHL,2021-03-03,20.83
Chile,CHL,2021-03-04,22.34
China,CHN,2020-12-15,0.1
China,CHN,2020-12-31,0.31
China,CHN,2021-01-09,0.63
China,CHN,2021-01-13,0.69
China,CHN,2021-01-20,1.04
China,CHN,2021-01-27,1.58
China,CHN,2021-01-31,1.67
China,CHN,2021-02-03,2.17
China,CHN,2021-02-09,2.82
China,CHN,2021-02-28,3.65
Colombia,COL,2021-02-16,0
Colombia,COL,2021-02-17,0
Colombia,COL,2021-02-18,0.02
Colombia,COL,2021-02-19,0.04
Colombia,COL,2021-02-20,0.07
Colombia,COL,2021-02-21,0.08
Colombia,COL,2021-02-22,0.09
Colombia,COL,2021-02-23,0.09
Colombia,COL,2021-02-24,0.1
Colombia,COL,2021-02-25,0.13
Colombia,COL,2021-02-26,0.16
Colombia,COL,2021-02-27,0.22
Colombia,COL,2021-02-28,0.26
Colombia,COL,2021-03-01,0.29
Colombia,COL,2021-03-02,0.33
Colombia,COL,2021-03-03,0.38
Colombia,COL,2021-03-04,0.41
Costa Rica,CRI,2020-12-24,0
Costa Rica,CRI,2021-01-03,0.05
Costa Rica,CRI,2021-01-08,0.19
Costa Rica,CRI,2021-01-15,0.49
Costa Rica,CRI,2021-01-18,0.58
Costa Rica,CRI,2021-01-25,0.94
Costa Rica,CRI,2021-02-01,1.13
Costa Rica,CRI,2021-02-08,1.47
Costa Rica,CRI,2021-02-15,1.9
Costa Rica,CRI,2021-02-22,1.99
Costa Rica,CRI,2021-03-01,2.94
Croatia,HRV,2020-12-30,0.19
Croatia,HRV,2021-01-03,0.3
Croatia,HRV,2021-01-05,0.34
Croatia,HRV,2021-01-07,0.5
Croatia,HRV,2021-01-08,0.61
Croatia,HRV,2021-01-09,0.73
Croatia,HRV,2021-01-13,0.84
Croatia,HRV,2021-01-14,0.93
Croatia,HRV,2021-01-15,1.01
Croatia,HRV,2021-01-16,1.12
Croatia,HRV,2021-01-19,1.32
Croatia,HRV,2021-01-22,1.58
Croatia,HRV,2021-01-25,1.7
Croatia,HRV,2021-01-29,1.95
Croatia,HRV,2021-02-01,2.04
Croatia,HRV,2021-02-03,2.14
Croatia,HRV,2021-02-04,2.33
Croatia,HRV,2021-02-09,2.49
Croatia,HRV,2021-02-11,2.75
Croatia,HRV,2021-02-15,2.94
Croatia,HRV,2021-02-18,3.46
Croatia,HRV,2021-02-22,4.05
Croatia,HRV,2021-02-24,4.48
Croatia,HRV,2021-02-25,4.73
Croatia,HRV,2021-03-01,5.19
Croatia,HRV,2021-03-04,5.89
Cyprus,CYP,2021-01-06,0.45
Cyprus,CYP,2021-01-10,0.69
Cyprus,CYP,2021-01-16,1.17
Cyprus,CYP,2021-01-23,2.03
Cyprus,CYP,2021-01-30,2.91
Cyprus,CYP,2021-02-06,3.75
Cyprus,CYP,2021-02-13,5.07
Cyprus,CYP,2021-02-20,6.48
Cyprus,CYP,2021-02-23,7.37
Cyprus,CYP,2021-02-26,8.7
Czechia,CZE,2020-12-27,0.01
Czechia,CZE,2020-12-28,0.03
Czechia,CZE,2020-12-29,0.07
Czechia,CZE,2020-12-30,0.1
Czechia,CZE,2020-12-31,0.11
Czechia,CZE,2021-01-01,0.11
Czechia,CZE,2021-01-02,0.12
Czechia,CZE,2021-01-03,0.13
Czechia,CZE,2021-01-04,0.17
Czechia,CZE,2021-01-05,0.21
Czechia,CZE,2021-01-06,0.26
Czechia,CZE,2021-01-07,0.34
Czechia,CZE,2021-01-08,0.43
Czechia,CZE,2021-01-09,0.45
Czechia,CZE,2021-01-10,0.47
Czechia,CZE,2021-01-11,0.56
Czechia,CZE,2021-01-12,0.68
Czechia,CZE,2021-01-13,0.81
Czechia,CZE,2021-01-14,0.95
Czechia,CZE,2021-01-15,1.08
Czechia,CZE,2021-01-16,1.11
Czechia,CZE,2021-01-17,1.14
Czechia,CZE,2021-01-18,1.27
Czechia,CZE,2021-01-19,1.41
Czechia,CZE,2021-01-20,1.56
Czechia,CZE,2021-01-21,1.72
Czechia,CZE,2021-01-22,1.87
Czechia,CZE,2021-01-23,1.91
Czechia,CZE,2021-01-24,1.94
Czechia,CZE,2021-01-25,2.05
Czechia,CZE,2021-01-26,2.19
Czechia,CZE,2021-01-27,2.32
Czechia,CZE,2021-01-28,2.44
Czechia,CZE,2021-01-29,2.57
Czechia,CZE,2021-01-30,2.58
Czechia,CZE,2021-01-31,2.6
Czechia,CZE,2021-02-01,2.71
Czechia,CZE,2021-02-02,2.84
Czechia,CZE,2021-02-03,2.99
Czechia,CZE,2021-02-04,3.15
Czechia,CZE,2021-02-05,3.3
Czechia,CZE,2021-02-06,3.33
Czechia,CZE,2021-02-07,3.36
Czechia,CZE,2021-02-08,3.5
Czechia,CZE,2021-02-09,3.66
Czechia,CZE,2021-02-10,3.83
Czechia,CZE,2021-02-11,4.03
Czechia,CZE,2021-02-12,4.23
Czechia,CZE,2021-02-13,4.27
Czechia,CZE,2021-02-14,4.29
Czechia,CZE,2021-02-15,4.44
Czechia,CZE,2021-02-16,4.6
Czechia,CZE,2021-02-17,4.76
Czechia,CZE,2021-02-18,4.95
Czechia,CZE,2021-02-19,5.12
Czechia,CZE,2021-02-20,5.15
Czechia,CZE,2021-02-21,5.17
Czechia,CZE,2021-02-22,5.31
Czechia,CZE,2021-02-23,5.5
Czechia,CZE,2021-02-24,5.68
Czechia,CZE,2021-02-25,5.89
Czechia,CZE,2021-02-26,6.08
Czechia,CZE,2021-02-27,6.11
Czechia,CZE,2021-02-28,6.14
Czechia,CZE,2021-03-01,6.34
Czechia,CZE,2021-03-02,6.61
Czechia,CZE,2021-03-03,6.91
Czechia,CZE,2021-03-04,7.2
Denmark,DNK,2020-12-27,0.11
Denmark,DNK,2020-12-28,0.15
Denmark,DNK,2020-12-29,0.3
Denmark,DNK,2020-12-30,0.5
Denmark,DNK,2020-12-31,0.6
Denmark,DNK,2021-01-01,0.64
Denmark,DNK,2021-01-02,0.8
Denmark,DNK,2021-01-03,0.9
Denmark,DNK,2021-01-04,0.94
Denmark,DNK,2021-01-05,1.17
Denmark,DNK,2021-01-06,1.51
Denmark,DNK,2021-01-07,1.81
Denmark,DNK,2021-01-08,1.96
Denmark,DNK,2021-01-09,1.99
Denmark,DNK,2021-01-10,2.01
Denmark,DNK,2021-01-11,2.02
Denmark,DNK,2021-01-12,2.03
Denmark,DNK,2021-01-13,2.25
Denmark,DNK,2021-01-14,2.56
Denmark,DNK,2021-01-15,2.82
Denmark,DNK,2021-01-16,2.9
Denmark,DNK,2021-01-17,2.95
Denmark,DNK,2021-01-18,3.06
Denmark,DNK,2021-01-19,3.14
Denmark,DNK,2021-01-20,3.19
Denmark,DNK,2021-01-21,3.26
Denmark,DNK,2021-01-22,3.37
Denmark,DNK,2021-01-23,3.51
Denmark,DNK,2021-01-24,3.63
Denmark,DNK,2021-01-25,3.68
Denmark,DNK,2021-01-26,3.71
Denmark,DNK,2021-01-27,3.79
Denmark,DNK,2021-01-28,3.94
Denmark,DNK,2021-01-29,4.27
Denmark,DNK,2021-01-30,4.52
Denmark,DNK,2021-01-31,4.75
Denmark,DNK,2021-02-01,4.9
Denmark,DNK,2021-02-02,4.99
Denmark,DNK,2021-02-03,5.12
Denmark,DNK,2021-02-04,5.34
Denmark,DNK,2021-02-05,5.6
Denmark,DNK,2021-02-06,5.73
Denmark,DNK,2021-02-07,5.83
Denmark,DNK,2021-02-08,5.99
Denmark,DNK,2021-02-09,6.14
Denmark,DNK,2021-02-10,6.26
Denmark,DNK,2021-02-11,6.4
Denmark,DNK,2021-02-12,6.74
Denmark,DNK,2021-02-13,6.87
Denmark,DNK,2021-02-14,6.99
Denmark,DNK,2021-02-15,7.28
Denmark,DNK,2021-02-16,7.53
Denmark,DNK,2021-02-17,7.72
Denmark,DNK,2021-02-18,7.92
Denmark,DNK,2021-02-19,8.18
Denmark,DNK,2021-02-20,8.37
Denmark,DNK,2021-02-21,8.56
Denmark,DNK,2021-02-22,8.82
Denmark,DNK,2021-02-23,9.1
Denmark,DNK,2021-02-24,9.37
Denmark,DNK,2021-02-25,9.63
Denmark,DNK,2021-02-26,10.26
Denmark,DNK,2021-02-27,10.4
Denmark,DNK,2021-02-28,10.62
Denmark,DNK,2021-03-01,10.98
Denmark,DNK,2021-03-02,11.29
Denmark,DNK,2021-03-03,11.52
Dominican Republic,DOM,2021-02-15,0
Dominican Republic,DOM,2021-02-16,0
Dominican Republic,DOM,2021-02-17,0.01
Dominican Republic,DOM,2021-02-18,0.05
Dominican Republic,DOM,2021-02-19,0.09
Dominican Republic,DOM,2021-02-20,0.12
Dominican Republic,DOM,2021-02-21,0.13
Dominican Republic,DOM,2021-02-24,0.24
Dominican Republic,DOM,2021-03-01,0.55
Dominican Republic,DOM,2021-03-02,0.97
Dominican Republic,DOM,2021-03-03,1.49
Dominican Republic,DOM,2021-03-04,2.1
Ecuador,ECU,2021-01-21,0
Ecuador,ECU,2021-01-22,0
Ecuador,ECU,2021-01-27,0.02
Ecuador,ECU,2021-02-04,0.04
Ecuador,ECU,2021-02-17,0.05
Ecuador,ECU,2021-02-24,0.14
Ecuador,ECU,2021-03-01,0.24
Egypt,EGY,2021-01-24,0
Egypt,EGY,2021-01-30,0
El Salvador,SLV,2021-02-17,0
El Salvador,SLV,2021-02-22,0.09
El Salvador,SLV,2021-02-25,0.25
England,,2020-12-13,0.1
England,,2020-12-20,1.02
England,,2020-12-27,1.5
England,,2021-01-03,2.12
England,,2021-01-10,4.15
England,,2021-01-11,4.4
England,,2021-01-12,4.73
England,,2021-01-13,5.17
England,,2021-01-14,5.67
England,,2021-01-15,6.24
England,,2021-01-16,6.74
England,,2021-01-17,7.01
England,,2021-01-18,7.32
England,,2021-01-19,7.85
England,,2021-01-20,8.42
England,,2021-01-21,9.06
England,,2021-01-22,9.82
England,,2021-01-23,10.61
England,,2021-01-24,10.96
England,,2021-01-25,11.38
England,,2021-01-26,11.84
England,,2021-01-27,12.29
England,,2021-01-28,12.9
England,,2021-01-29,13.68
England,,2021-01-30,14.66
England,,2021-01-31,15.18
England,,2021-02-01,15.68
England,,2021-02-02,16.21
England,,2021-02-03,16.89
England,,2021-02-04,17.59
England,,2021-02-05,18.3
England,,2021-02-06,19.12
England,,2021-02-07,19.53
England,,2021-02-08,19.98
England,,2021-02-09,20.54
England,,2021-02-10,21.14
England,,2021-02-11,21.84
England,,2021-02-12,22.62
England,,2021-02-13,23.39
England,,2021-02-14,23.72
England,,2021-02-15,24.12
England,,2021-02-16,24.68
England,,2021-02-17,25.44
England,,2021-02-18,26.15
England,,2021-02-19,26.73
England,,2021-02-20,27.28
England,,2021-02-21,27.49
England,,2021-02-22,27.77
England,,2021-02-23,28.3
England,,2021-02-24,29.03
England,,2021-02-25,29.82
England,,2021-02-26,30.66
England,,2021-02-27,31.34
England,,2021-02-28,31.65
England,,2021-03-01,31.95
England,,2021-03-02,32.33
England,,2021-03-03,32.81
Estonia,EST,2020-12-28,0.02
Estonia,EST,2020-12-29,0.04
Estonia,EST,2020-12-30,0.07
Estonia,EST,2020-12-31,0.14
Estonia,EST,2021-01-01,0.19
Estonia,EST,2021-01-03,0.19
Estonia,EST,2021-01-04,0.19
Estonia,EST,2021-01-05,0.24
Estonia,EST,2021-01-06,0.38
Estonia,EST,2021-01-07,0.5
Estonia,EST,2021-01-08,0.6
Estonia,EST,2021-01-09,0.77
Estonia,EST,2021-01-10,0.81
Estonia,EST,2021-01-11,0.83
Estonia,EST,2021-01-12,0.9
Estonia,EST,2021-01-13,1.02
Estonia,EST,2021-01-14,1.12
Estonia,EST,2021-01-15,1.26
Estonia,EST,2021-01-16,1.35
Estonia,EST,2021-01-17,1.37
Estonia,EST,2021-01-18,1.38
Estonia,EST,2021-01-19,1.46
Estonia,EST,2021-01-20,1.54
Estonia,EST,2021-01-21,1.66
Estonia,EST,2021-01-22,1.82
Estonia,EST,2021-01-23,1.94
Estonia,EST,2021-01-24,1.96
Estonia,EST,2021-01-25,1.97
Estonia,EST,2021-01-26,2.05
Estonia,EST,2021-01-27,2.23
Estonia,EST,2021-01-28,2.38
Estonia,EST,2021-01-29,2.56
Estonia,EST,2021-01-30,2.81
Estonia,EST,2021-01-31,2.87
Estonia,EST,2021-02-01,2.91
Estonia,EST,2021-02-02,3.03
Estonia,EST,2021-02-03,3.24
Estonia,EST,2021-02-04,3.48
Estonia,EST,2021-02-05,3.75
Estonia,EST,2021-02-06,3.99
Estonia,EST,2021-02-07,4.03
Estonia,EST,2021-02-08,4.03
Estonia,EST,2021-02-10,4.39
Estonia,EST,2021-02-11,4.66
Estonia,EST,2021-02-12,4.96
Estonia,EST,2021-02-13,5.14
Estonia,EST,2021-02-14,5.16
Estonia,EST,2021-02-15,5.16
Estonia,EST,2021-02-16,5.23
Estonia,EST,2021-02-17,5.41
Estonia,EST,2021-02-18,5.73
Estonia,EST,2021-02-19,6.21
Estonia,EST,2021-02-20,6.57
Estonia,EST,2021-02-21,6.63
Estonia,EST,2021-02-22,6.69
Estonia,EST,2021-02-23,6.92
Estonia,EST,2021-02-24,7.28
Estonia,EST,2021-02-25,7.31
Estonia,EST,2021-02-27,8.37
Estonia,EST,2021-03-01,8.5
Estonia,EST,2021-03-02,8.77
Estonia,EST,2021-03-04,9.56
European Union,,2020-12-08,0
European Union,,2020-12-27,0.01
European Union,,2020-12-28,0.02
European Union,,2020-12-29,0.04
European Union,,2020-12-30,0.07
European Union,,2020-12-31,0.09
European Union,,2021-01-01,0.1
European Union,,2021-01-02,0.12
European Union,,2021-01-03,0.15
European Union,,2021-01-04,0.21
European Union,,2021-01-05,0.28
European Union,,2021-01-06,0.33
European Union,,2021-01-07,0.42
European Union,,2021-01-08,0.5
European Union,,2021-01-09,0.54
European Union,,2021-01-10,0.59
European Union,,2021-01-11,0.69
European Union,,2021-01-12,0.78
European Union,,2021-01-13,0.92
European Union,,2021-01-14,1.04
European Union,,2021-01-15,1.15
European Union,,2021-01-16,1.2
European Union,,2021-01-17,1.27
European Union,,2021-01-18,1.38
European Union,,2021-01-19,1.5
European Union,,2021-01-20,1.63
European Union,,2021-01-21,1.77
European Union,,2021-01-22,1.89
European Union,,2021-01-23,1.95
European Union,,2021-01-24,2.05
European Union,,2021-01-25,2.16
European Union,,2021-01-26,2.3
European Union,,2021-01-27,2.44
European Union,,2021-01-28,2.59
European Union,,2021-01-29,2.72
European Union,,2021-01-30,2.81
European Union,,2021-01-31,2.96
European Union,,2021-02-01,3.08
European Union,,2021-02-02,3.23
European Union,,2021-02-03,3.39
European Union,,2021-02-04,3.58
European Union,,2021-02-05,3.73
European Union,,2021-02-06,3.8
European Union,,2021-02-07,3.94
European Union,,2021-02-08,4.05
European Union,,2021-02-09,4.2
European Union,,2021-02-10,4.35
European Union,,2021-02-11,4.57
European Union,,2021-02-12,4.73
European Union,,2021-02-13,4.82
European Union,,2021-02-14,4.98
European Union,,2021-02-15,5.11
European Union,,2021-02-16,5.27
European Union,,2021-02-17,5.47
European Union,,2021-02-18,5.7
European Union,,2021-02-19,5.89
European Union,,2021-02-20,6
European Union,,2021-02-21,6.19
European Union,,2021-02-22,6.34
European Union,,2021-02-23,6.51
European Union,,2021-02-24,6.76
European Union,,2021-02-25,6.99
European Union,,2021-02-26,7.26
European Union,,2021-02-27,7.4
European Union,,2021-02-28,7.61
European Union,,2021-03-01,7.79
European Union,,2021-03-02,8.02
European Union,,2021-03-03,8.3
European Union,,2021-03-04,8.41
Faeroe Islands,FRO,2021-01-29,8.17
Faeroe Islands,FRO,2021-02-06,9.53
Faeroe Islands,FRO,2021-02-08,9.79
Faeroe Islands,FRO,2021-02-10,10.96
Faeroe Islands,FRO,2021-02-21,11.63
Faeroe Islands,FRO,2021-02-23,12.81
Faeroe Islands,FRO,2021-02-24,13.74
Faeroe Islands,FRO,2021-03-03,14.41
Faeroe Islands,FRO,2021-03-04,15.13
Falkland Islands,FLK,2021-02-07,0
Falkland Islands,FLK,2021-02-15,43.5
Falkland Islands,FLK,2021-02-22,49.73
Finland,FIN,2020-12-31,0.03
Finland,FIN,2021-01-04,0.07
Finland,FIN,2021-01-05,0.1
Finland,FIN,2021-01-07,0.15
Finland,FIN,2021-01-08,0.2
Finland,FIN,2021-01-11,0.26
Finland,FIN,2021-01-12,0.32
Finland,FIN,2021-01-13,0.42
Finland,FIN,2021-01-14,0.6
Finland,FIN,2021-01-15,0.78
Finland,FIN,2021-01-18,0.98
Finland,FIN,2021-01-19,1.01
Finland,FIN,2021-01-20,1.12
Finland,FIN,2021-01-21,1.41
Finland,FIN,2021-01-22,1.65
Finland,FIN,2021-01-25,2
Finland,FIN,2021-01-26,2.11
Finland,FIN,2021-01-27,2.29
Finland,FIN,2021-01-28,2.5
Finland,FIN,2021-01-29,2.74
Finland,FIN,2021-01-30,2.93
Finland,FIN,2021-02-01,2.96
Finland,FIN,2021-02-02,2.96
Finland,FIN,2021-02-03,3.13
Finland,FIN,2021-02-04,3.5
Finland,FIN,2021-02-05,3.74
Finland,FIN,2021-02-06,3.93
Finland,FIN,2021-02-07,3.97
Finland,FIN,2021-02-08,3.98
Finland,FIN,2021-02-09,4.1
Finland,FIN,2021-02-10,4.22
Finland,FIN,2021-02-11,4.47
Finland,FIN,2021-02-12,4.72
Finland,FIN,2021-02-13,4.93
Finland,FIN,2021-02-14,4.99
Finland,FIN,2021-02-15,5
Finland,FIN,2021-02-16,5.12
Finland,FIN,2021-02-17,5.38
Finland,FIN,2021-02-18,5.67
Finland,FIN,2021-02-19,6.02
Finland,FIN,2021-02-20,6.3
Finland,FIN,2021-02-21,6.57
Finland,FIN,2021-02-24,6.81
Finland,FIN,2021-02-25,7.16
Finland,FIN,2021-02-26,7.7
Finland,FIN,2021-02-27,7.99
Finland,FIN,2021-02-28,8.16
Finland,FIN,2021-03-01,8.42
Finland,FIN,2021-03-03,8.8
Finland,FIN,2021-03-04,9.19
France,FRA,2020-12-27,0
France,FRA,2020-12-28,0
France,FRA,2020-12-29,0
France,FRA,2020-12-30,0
France,FRA,2020-12-31,0
France,FRA,2021-01-01,0
France,FRA,2021-01-02,0
France,FRA,2021-01-03,0
France,FRA,2021-01-04,0
France,FRA,2021-01-05,0.01
France,FRA,2021-01-06,0.03
France,FRA,2021-01-07,0.06
France,FRA,2021-01-08,0.11
France,FRA,2021-01-09,0.13
France,FRA,2021-01-10,0.14
France,FRA,2021-01-11,0.18
France,FRA,2021-01-12,0.26
France,FRA,2021-01-13,0.35
France,FRA,2021-01-14,0.45
France,FRA,2021-01-15,0.54
France,FRA,2021-01-16,0.56
France,FRA,2021-01-17,0.58
France,FRA,2021-01-18,0.69
France,FRA,2021-01-19,0.86
France,FRA,2021-01-20,1.05
France,FRA,2021-01-21,1.25
France,FRA,2021-01-22,1.41
France,FRA,2021-01-23,1.47
France,FRA,2021-01-24,1.48
France,FRA,2021-01-25,1.58
France,FRA,2021-01-26,1.73
France,FRA,2021-01-27,1.88
France,FRA,2021-01-28,2.06
France,FRA,2021-01-29,2.2
France,FRA,2021-01-30,2.25
France,FRA,2021-01-31,2.26
France,FRA,2021-02-01,2.37
France,FRA,2021-02-02,2.53
France,FRA,2021-02-03,2.69
France,FRA,2021-02-04,2.89
France,FRA,2021-02-05,3.06
France,FRA,2021-02-06,3.11
France,FRA,2021-02-07,3.13
France,FRA,2021-02-08,3.27
France,FRA,2021-02-09,3.47
France,FRA,2021-02-10,3.69
France,FRA,2021-02-11,3.96
France,FRA,2021-02-12,4.19
France,FRA,2021-02-13,4.25
France,FRA,2021-02-14,4.27
France,FRA,2021-02-15,4.44
France,FRA,2021-02-16,4.68
