Entity,Code,Date,total_vaccinations_per_hundred
South Korea,KOR,2021-02-26,0.04
South Korea,KOR,2021-02-27,0.04
South Korea,KOR,2021-02-28,0.04
South Korea,KOR,2021-03-02,0.17
South Korea,KOR,2021-03-03,0.3
South Korea,KOR,2021-03-04,0.44
Spain,ESP,2021-01-04,0.18
Spain,ESP,2021-01-05,0.3
Spain,ESP,2021-01-07,0.44
Spain,ESP,2021-01-08,0.59
Spain,ESP,2021-01-11,0.87
Spain,ESP,2021-01-12,1.04
Spain,ESP,2021-01-13,1.24
Spain,ESP,2021-01-14,1.45
Spain,ESP,2021-01-15,1.64
Spain,ESP,2021-01-18,1.92
Spain,ESP,2021-01-19,2.07
Spain,ESP,2021-01-20,2.19
Spain,ESP,2021-01-21,2.36
Spain,ESP,2021-01-22,2.49
Spain,ESP,2021-01-24,2.65
Spain,ESP,2021-01-25,2.76
Spain,ESP,2021-01-26,2.9
Spain,ESP,2021-01-27,2.98
Spain,ESP,2021-01-28,3.15
Spain,ESP,2021-01-31,3.44
Spain,ESP,2021-02-01,3.58
Spain,ESP,2021-02-02,3.77
Spain,ESP,2021-02-03,3.99
Spain,ESP,2021-02-04,4.25
Spain,ESP,2021-02-07,4.5
Spain,ESP,2021-02-08,4.64
Spain,ESP,2021-02-09,4.78
Spain,ESP,2021-02-10,4.96
Spain,ESP,2021-02-11,5.18
Spain,ESP,2021-02-14,5.48
Spain,ESP,2021-02-15,5.61
Spain,ESP,2021-02-16,5.75
Spain,ESP,2021-02-17,5.95
Spain,ESP,2021-02-18,6.28
Spain,ESP,2021-02-21,6.61
Spain,ESP,2021-02-22,6.77
Spain,ESP,2021-02-23,7.03
Spain,ESP,2021-02-24,7.35
Spain,ESP,2021-02-25,7.71
Spain,ESP,2021-02-28,8.19
Spain,ESP,2021-03-01,8.36
Spain,ESP,2021-03-02,8.68
Spain,ESP,2021-03-03,9.05
Sri Lanka,LKA,2021-01-28,0
Sri Lanka,LKA,2021-01-29,0.02
Sri Lanka,LKA,2021-01-30,0.18
Sri Lanka,LKA,2021-01-31,0.28
Sri Lanka,LKA,2021-02-01,0.45
Sri Lanka,LKA,2021-02-02,0.55
Sri Lanka,LKA,2021-02-03,0.65
Sri Lanka,LKA,2021-02-04,0.68
Sri Lanka,LKA,2021-02-05,0.73
Sri Lanka,LKA,2021-02-06,0.75
Sri Lanka,LKA,2021-02-07,0.76
Sri Lanka,LKA,2021-02-08,0.78
Sri Lanka,LKA,2021-02-09,0.81
Sri Lanka,LKA,2021-02-10,0.83
Sri Lanka,LKA,2021-02-11,0.83
Sri Lanka,LKA,2021-02-12,0.84
Sri Lanka,LKA,2021-02-13,0.87
Sri Lanka,LKA,2021-02-14,0.88
Sri Lanka,LKA,2021-02-15,0.9
Sri Lanka,LKA,2021-02-16,0.92
Sri Lanka,LKA,2021-02-17,0.98
Sri Lanka,LKA,2021-02-18,1.09
Sri Lanka,LKA,2021-02-19,1.23
Sri Lanka,LKA,2021-02-20,1.41
Sri Lanka,LKA,2021-02-21,1.58
Sri Lanka,LKA,2021-02-22,1.65
Sri Lanka,LKA,2021-02-23,1.71
Sri Lanka,LKA,2021-02-24,1.84
Sri Lanka,LKA,2021-02-26,1.9
Sri Lanka,LKA,2021-02-27,2.06
Sri Lanka,LKA,2021-02-28,2.18
Sri Lanka,LKA,2021-03-01,2.38
Sri Lanka,LKA,2021-03-02,2.59
Sweden,SWE,2020-12-27,0.02
Sweden,SWE,2021-01-03,0.14
Sweden,SWE,2021-01-10,0.48
Sweden,SWE,2021-01-17,1.2
Sweden,SWE,2021-01-24,2.31
Sweden,SWE,2021-01-31,3.17
Sweden,SWE,2021-02-07,4.11
Sweden,SWE,2021-02-14,5.22
Sweden,SWE,2021-02-21,6.69
Sweden,SWE,2021-02-25,6.83
Sweden,SWE,2021-02-26,7.14
Sweden,SWE,2021-03-02,7.93
Sweden,SWE,2021-03-03,8.1
Sweden,SWE,2021-03-04,8.45
Switzerland,CHE,2021-01-24,2.28
Switzerland,CHE,2021-01-25,2.36
Switzerland,CHE,2021-01-26,2.46
Switzerland,CHE,2021-01-27,2.99
Switzerland,CHE,2021-01-28,3.1
Switzerland,CHE,2021-01-29,3.19
Switzerland,CHE,2021-01-30,3.2
Switzerland,CHE,2021-01-31,3.63
Switzerland,CHE,2021-02-01,3.71
Switzerland,CHE,2021-02-02,3.8
Switzerland,CHE,2021-02-03,4.27
Switzerland,CHE,2021-02-04,4.36
Switzerland,CHE,2021-02-05,4.46
Switzerland,CHE,2021-02-06,4.47
Switzerland,CHE,2021-02-07,4.77
Switzerland,CHE,2021-02-08,4.88
Switzerland,CHE,2021-02-09,4.99
Switzerland,CHE,2021-02-10,5.56
Switzerland,CHE,2021-02-11,5.69
Switzerland,CHE,2021-02-12,5.82
Switzerland,CHE,2021-02-13,5.85
Switzerland,CHE,2021-02-14,6.26
Switzerland,CHE,2021-02-15,6.39
Switzerland,CHE,2021-02-16,6.53
Switzerland,CHE,2021-02-17,7.06
Switzerland,CHE,2021-02-18,7.22
Switzerland,CHE,2021-02-19,7.35
Switzerland,CHE,2021-02-20,7.38
Switzerland,CHE,2021-02-21,7.77
Switzerland,CHE,2021-02-22,7.88
Switzerland,CHE,2021-02-23,8.01
Switzerland,CHE,2021-02-24,8.64
Switzerland,CHE,2021-02-25,8.76
Switzerland,CHE,2021-02-26,8.87
Switzerland,CHE,2021-02-27,8.89
Switzerland,CHE,2021-02-28,9.3
Thailand,THA,2021-02-27,0
Thailand,THA,2021-03-01,0
Thailand,THA,2021-03-02,0.01
Trinidad and Tobago,TTO,2021-02-15,0
Trinidad and Tobago,TTO,2021-02-22,0.03
Turkey,TUR,2021-01-13,0
Turkey,TUR,2021-01-14,0.33
Turkey,TUR,2021-01-15,0.73
Turkey,TUR,2021-01-16,0.8
Turkey,TUR,2021-01-17,0.84
Turkey,TUR,2021-01-18,0.99
Turkey,TUR,2021-01-19,1.13
Turkey,TUR,2021-01-20,1.25
Turkey,TUR,2021-01-21,1.33
Turkey,TUR,2021-01-22,1.43
Turkey,TUR,2021-01-23,1.45
Turkey,TUR,2021-01-24,1.48
Turkey,TUR,2021-01-25,1.54
Turkey,TUR,2021-01-26,1.67
Turkey,TUR,2021-01-27,1.81
Turkey,TUR,2021-01-28,2.01
Turkey,TUR,2021-01-29,2.29
Turkey,TUR,2021-01-30,2.32
Turkey,TUR,2021-01-31,2.36
Turkey,TUR,2021-02-01,2.53
Turkey,TUR,2021-02-02,2.64
Turkey,TUR,2021-02-03,2.78
Turkey,TUR,2021-02-04,2.97
Turkey,TUR,2021-02-05,3.04
Turkey,TUR,2021-02-06,3.08
Turkey,TUR,2021-02-07,3.1
Turkey,TUR,2021-02-08,3.16
Turkey,TUR,2021-02-09,3.24
Turkey,TUR,2021-02-10,3.31
Turkey,TUR,2021-02-11,3.37
Turkey,TUR,2021-02-12,4.04
Turkey,TUR,2021-02-13,4.4
Turkey,TUR,2021-02-14,4.54
Turkey,TUR,2021-02-15,4.96
Turkey,TUR,2021-02-16,5.49
Turkey,TUR,2021-02-17,6.19
Turkey,TUR,2021-02-18,6.99
Turkey,TUR,2021-02-19,7.54
Turkey,TUR,2021-02-20,7.75
Turkey,TUR,2021-02-21,7.79
Turkey,TUR,2021-02-22,8.11
Turkey,TUR,2021-02-23,8.64
Turkey,TUR,2021-02-24,9.03
Turkey,TUR,2021-02-25,9.46
Turkey,TUR,2021-02-26,9.84
Turkey,TUR,2021-02-27,10.1
Turkey,TUR,2021-02-28,10.14
Turkey,TUR,2021-03-01,10.4
Turkey,TUR,2021-03-02,10.76
Turkey,TUR,2021-03-03,11.05
Turkey,TUR,2021-03-04,11.34
Turks and Caicos Islands,TCA,2021-01-10,0
Turks and Caicos Islands,TCA,2021-02-08,16.62
Ukraine,UKR,2021-02-24,0
Ukraine,UKR,2021-02-25,0
Ukraine,UKR,2021-02-26,0.01
Ukraine,UKR,2021-02-27,0.01
Ukraine,UKR,2021-03-01,0.01
Ukraine,UKR,2021-03-02,0.02
Ukraine,UKR,2021-03-03,0.02
Ukraine,UKR,2021-03-04,0.03
United Arab Emirates,ARE,2021-01-05,8.35
United Arab Emirates,ARE,2021-01-07,8.98
United Arab Emirates,ARE,2021-01-08,9.52
United Arab Emirates,ARE,2021-01-09,10.32
United Arab Emirates,ARE,2021-01-10,10.99
United Arab Emirates,ARE,2021-01-11,11.8
United Arab Emirates,ARE,2021-01-12,12.9
United Arab Emirates,ARE,2021-01-13,14.1
United Arab Emirates,ARE,2021-01-14,15.45
United Arab Emirates,ARE,2021-01-15,16.84
United Arab Emirates,ARE,2021-01-16,18.18
United Arab Emirates,ARE,2021-01-17,19.04
United Arab Emirates,ARE,2021-01-18,19.93
United Arab Emirates,ARE,2021-01-19,20.88
United Arab Emirates,ARE,2021-01-20,21.85
United Arab Emirates,ARE,2021-01-21,22.71
United Arab Emirates,ARE,2021-01-22,23.65
United Arab Emirates,ARE,2021-01-23,24.54
United Arab Emirates,ARE,2021-01-24,25.15
United Arab Emirates,ARE,2021-01-25,26
United Arab Emirates,ARE,2021-01-26,27.07
United Arab Emirates,ARE,2021-01-27,27.95
United Arab Emirates,ARE,2021-01-28,29
United Arab Emirates,ARE,2021-01-29,30.4
United Arab Emirates,ARE,2021-01-30,31.49
United Arab Emirates,ARE,2021-01-31,33.71
United Arab Emirates,ARE,2021-02-01,34.79
United Arab Emirates,ARE,2021-02-03,36.04
United Arab Emirates,ARE,2021-02-04,38.92
United Arab Emirates,ARE,2021-02-06,42.48
United Arab Emirates,ARE,2021-02-07,43.62
United Arab Emirates,ARE,2021-02-08,44.63
United Arab Emirates,ARE,2021-02-09,45.77
United Arab Emirates,ARE,2021-02-10,47.37
United Arab Emirates,ARE,2021-02-11,48.45
United Arab Emirates,ARE,2021-02-12,49.56
United Arab Emirates,ARE,2021-02-13,50.61
United Arab Emirates,ARE,2021-02-14,51.11
United Arab Emirates,ARE,2021-02-15,51.43
United Arab Emirates,ARE,2021-02-16,52.56
United Arab Emirates,ARE,2021-02-17,53.43
United Arab Emirates,ARE,2021-02-18,54.33
United Arab Emirates,ARE,2021-02-19,55.27
United Arab Emirates,ARE,2021-02-20,56.15
United Arab Emirates,ARE,2021-02-21,56.16
United Arab Emirates,ARE,2021-02-22,56.19
United Arab Emirates,ARE,2021-02-23,57.31
United Arab Emirates,ARE,2021-02-24,58.25
United Arab Emirates,ARE,2021-02-25,59.11
United Arab Emirates,ARE,2021-02-26,59.99
United Arab Emirates,ARE,2021-02-27,60.82
United Arab Emirates,ARE,2021-02-28,60.87
United Arab Emirates,ARE,2021-03-01,60.95
United Arab Emirates,ARE,2021-03-02,61.62
United Arab Emirates,ARE,2021-03-03,62.37
United Arab Emirates,ARE,2021-03-04,62.73
United Kingdom,GBR,2020-12-13,0.13
United Kingdom,GBR,2020-12-20,0.99
United Kingdom,GBR,2020-12-27,1.48
United Kingdom,GBR,2021-01-03,2.07
United Kingdom,GBR,2021-01-10,3.94
United Kingdom,GBR,2021-01-11,4.19
United Kingdom,GBR,2021-01-12,4.52
United Kingdom,GBR,2021-01-13,4.94
United Kingdom,GBR,2021-01-14,5.42
United Kingdom,GBR,2021-01-15,5.93
United Kingdom,GBR,2021-01-16,6.37
United Kingdom,GBR,2021-01-17,6.65
United Kingdom,GBR,2021-01-18,6.96
United Kingdom,GBR,2021-01-19,7.47
United Kingdom,GBR,2021-01-20,8.01
United Kingdom,GBR,2021-01-21,8.62
United Kingdom,GBR,2021-01-22,9.32
United Kingdom,GBR,2021-01-23,10.05
United Kingdom,GBR,2021-01-24,10.38
United Kingdom,GBR,2021-01-25,10.79
United Kingdom,GBR,2021-01-26,11.25
United Kingdom,GBR,2021-01-27,11.72
United Kingdom,GBR,2021-01-28,12.33
United Kingdom,GBR,2021-01-29,13.05
United Kingdom,GBR,2021-01-30,13.95
United Kingdom,GBR,2021-01-31,14.42
United Kingdom,GBR,2021-02-01,14.94
United Kingdom,GBR,2021-02-02,15.5
United Kingdom,GBR,2021-02-03,16.19
United Kingdom,GBR,2021-02-04,16.91
United Kingdom,GBR,2021-02-05,17.64
United Kingdom,GBR,2021-02-06,18.45
United Kingdom,GBR,2021-02-07,18.86
United Kingdom,GBR,2021-02-08,19.39
United Kingdom,GBR,2021-02-09,20
United Kingdom,GBR,2021-02-10,20.67
United Kingdom,GBR,2021-02-11,21.42
United Kingdom,GBR,2021-02-12,22.23
United Kingdom,GBR,2021-02-13,22.98
United Kingdom,GBR,2021-02-14,23.33
United Kingdom,GBR,2021-02-15,23.75
United Kingdom,GBR,2021-02-16,24.3
United Kingdom,GBR,2021-02-17,25.04
United Kingdom,GBR,2021-02-18,25.73
United Kingdom,GBR,2021-02-19,26.3
United Kingdom,GBR,2021-02-20,26.81
United Kingdom,GBR,2021-02-21,27.03
United Kingdom,GBR,2021-02-22,27.34
United Kingdom,GBR,2021-02-23,27.86
United Kingdom,GBR,2021-02-24,28.57
United Kingdom,GBR,2021-02-25,29.33
United Kingdom,GBR,2021-02-26,30.13
United Kingdom,GBR,2021-02-27,30.77
United Kingdom,GBR,2021-02-28,31.07
United Kingdom,GBR,2021-03-01,31.41
United Kingdom,GBR,2021-03-02,31.82
United Kingdom,GBR,2021-03-03,32.33
United States,USA,2020-12-20,0.17
United States,USA,2020-12-21,0.18
United States,USA,2020-12-23,0.3
United States,USA,2020-12-26,0.58
United States,USA,2020-12-28,0.64
United States,USA,2020-12-30,0.84
United States,USA,2021-01-02,1.26
United States,USA,2021-01-04,1.36
United States,USA,2021-01-05,1.45
United States,USA,2021-01-06,1.59
United States,USA,2021-01-07,1.77
United States,USA,2021-01-08,2
United States,USA,2021-01-11,2.69
United States,USA,2021-01-12,2.79
United States,USA,2021-01-13,3.07
United States,USA,2021-01-14,3.33
United States,USA,2021-01-15,3.67
United States,USA,2021-01-19,4.7
United States,USA,2021-01-20,4.94
United States,USA,2021-01-21,5.25
United States,USA,2021-01-22,5.71
United States,USA,2021-01-23,6.14
United States,USA,2021-01-24,6.53
United States,USA,2021-01-25,6.8
United States,USA,2021-01-26,7.04
United States,USA,2021-01-27,7.37
United States,USA,2021-01-28,7.83
United States,USA,2021-01-29,8.34
United States,USA,2021-01-30,8.84
United States,USA,2021-01-31,9.31
United States,USA,2021-02-01,9.63
United States,USA,2021-02-02,9.8
United States,USA,2021-02-03,10.13
United States,USA,2021-02-04,10.53
United States,USA,2021-02-05,11.01
United States,USA,2021-02-06,11.67
United States,USA,2021-02-07,12.32
United States,USA,2021-02-08,12.68
United States,USA,2021-02-09,12.92
United States,USA,2021-02-10,13.39
United States,USA,2021-02-11,13.87
United States,USA,2021-02-12,14.48
United States,USA,2021-02-13,15.14
United States,USA,2021-02-14,15.81
United States,USA,2021-02-16,16.51
United States,USA,2021-02-17,16.83
United States,USA,2021-02-18,17.26
United States,USA,2021-02-19,17.82
United States,USA,2021-02-20,18.33
United States,USA,2021-02-21,18.86
United States,USA,2021-02-22,19.19
United States,USA,2021-02-23,19.44
United States,USA,2021-02-24,19.87
United States,USA,2021-02-25,20.41
United States,USA,2021-02-26,21.07
United States,USA,2021-02-27,21.77
United States,USA,2021-02-28,22.5
United States,USA,2021-03-01,22.99
United States,USA,2021-03-02,23.51
United States,USA,2021-03-03,24.08
United States,USA,2021-03-04,24.69
Uruguay,URY,2021-02-28,0
Uruguay,URY,2021-03-01,0.48
Uruguay,URY,2021-03-02,0.8
Uruguay,URY,2021-03-03,1.56
Venezuela,VEN,2021-02-17,0
Venezuela,VEN,2021-02-22,0
Wales,,2020-12-13,0.26
Wales,,2020-12-20,0.76
Wales,,2020-12-27,1.16
Wales,,2021-01-03,1.61
Wales,,2021-01-10,2.73
Wales,,2021-01-11,2.9
Wales,,2021-01-12,3.22
Wales,,2021-01-13,3.59
Wales,,2021-01-14,4.01
Wales,,2021-01-17,4.82
Wales,,2021-01-18,5.14
Wales,,2021-01-19,5.59
Wales,,2021-01-20,6.05
Wales,,2021-01-21,6.75
Wales,,2021-01-22,7.64
Wales,,2021-01-23,8.41
Wales,,2021-01-24,8.61
Wales,,2021-01-25,9.2
Wales,,2021-01-26,9.93
Wales,,2021-01-27,10.68
Wales,,2021-01-28,11.51
Wales,,2021-01-29,12.02
Wales,,2021-01-30,12.82
Wales,,2021-01-31,13.23
Wales,,2021-02-01,13.98
Wales,,2021-02-02,14.71
Wales,,2021-02-03,15.6
Wales,,2021-02-04,16.64
Wales,,2021-02-05,17.74
Wales,,2021-02-06,18.78
Wales,,2021-02-07,19.24
Wales,,2021-02-08,20.05
Wales,,2021-02-09,20.9
Wales,,2021-02-10,21.82
Wales,,2021-02-11,22.83
Wales,,2021-02-12,23.9
Wales,,2021-02-13,24.62
Wales,,2021-02-14,25.06
Wales,,2021-02-15,25.47
Wales,,2021-02-16,26.02
Wales,,2021-02-17,26.7
Wales,,2021-02-18,27.42
Wales,,2021-02-19,28.1
Wales,,2021-02-20,28.48
Wales,,2021-02-21,28.7
Wales,,2021-02-22,29.16
Wales,,2021-02-23,29.74
Wales,,2021-02-24,30.42
Wales,,2021-02-25,31.16
Wales,,2021-02-26,31.89
Wales,,2021-02-27,32.35
Wales,,2021-02-28,32.65
Wales,,2021-03-01,33.15
Wales,,2021-03-02,33.84
Wales,,2021-03-03,34.6
World,OWID_WRL,2020-12-08,0
World,OWID_WRL,2020-12-13,0
World,OWID_WRL,2020-12-14,0
World,OWID_WRL,2020-12-15,0.02
World,OWID_WRL,2020-12-16,0.02
World,OWID_WRL,2020-12-17,0.02
World,OWID_WRL,2020-12-18,0.02
World,OWID_WRL,2020-12-19,0.02
World,OWID_WRL,2020-12-20,0.04
World,OWID_WRL,2020-12-21,0.04
World,OWID_WRL,2020-12-22,0.04
World,OWID_WRL,2020-12-23,0.04
World,OWID_WRL,2020-12-24,0.05
World,OWID_WRL,2020-12-25,0.05
World,OWID_WRL,2020-12-26,0.06
World,OWID_WRL,2020-12-27,0.07
World,OWID_WRL,2020-12-28,0.07
World,OWID_WRL,2020-12-29,0.07
World,OWID_WRL,2020-12-30,0.09
World,OWID_WRL,2020-12-31,0.13
World,OWID_WRL,2021-01-01,0.13
World,OWID_WRL,2021-01-02,0.16
World,OWID_WRL,2021-01-03,0.17
World,OWID_WRL,2021-01-04,0.18
World,OWID_WRL,2021-01-05,0.2
World,OWID_WRL,2021-01-06,0.21
World,OWID_WRL,2021-01-07,0.23
World,OWID_WRL,2021-01-08,0.25
World,OWID_WRL,2021-01-09,0.31
World,OWID_WRL,2021-01-10,0.33
World,OWID_WRL,2021-01-11,0.37
World,OWID_WRL,2021-01-12,0.38
World,OWID_WRL,2021-01-13,0.43
World,OWID_WRL,2021-01-14,0.46
World,OWID_WRL,2021-01-15,0.5
World,OWID_WRL,2021-01-16,0.51
World,OWID_WRL,2021-01-17,0.52
World,OWID_WRL,2021-01-18,0.54
World,OWID_WRL,2021-01-19,0.6
World,OWID_WRL,2021-01-20,0.7
World,OWID_WRL,2021-01-21,0.74
World,OWID_WRL,2021-01-22,0.79
World,OWID_WRL,2021-01-23,0.82
World,OWID_WRL,2021-01-24,0.86
World,OWID_WRL,2021-01-25,0.89
World,OWID_WRL,2021-01-26,0.93
World,OWID_WRL,2021-01-27,1.07
World,OWID_WRL,2021-01-28,1.12
World,OWID_WRL,2021-01-29,1.18
World,OWID_WRL,2021-01-30,1.23
World,OWID_WRL,2021-01-31,1.28
World,OWID_WRL,2021-02-01,1.32
World,OWID_WRL,2021-02-02,1.35
World,OWID_WRL,2021-02-03,1.49
World,OWID_WRL,2021-02-04,1.55
World,OWID_WRL,2021-02-05,1.6
World,OWID_WRL,2021-02-06,1.66
World,OWID_WRL,2021-02-07,1.71
World,OWID_WRL,2021-02-08,1.75
World,OWID_WRL,2021-02-09,1.91
World,OWID_WRL,2021-02-10,2.01
World,OWID_WRL,2021-02-11,2.07
World,OWID_WRL,2021-02-12,2.14
World,OWID_WRL,2021-02-13,2.21
World,OWID_WRL,2021-02-14,2.26
World,OWID_WRL,2021-02-15,2.3
World,OWID_WRL,2021-02-16,2.37
World,OWID_WRL,2021-02-17,2.44
World,OWID_WRL,2021-02-18,2.51
World,OWID_WRL,2021-02-19,2.58
World,OWID_WRL,2021-02-20,2.64
World,OWID_WRL,2021-02-21,2.69
World,OWID_WRL,2021-02-22,2.73
World,OWID_WRL,2021-02-23,2.79
World,OWID_WRL,2021-02-24,2.86
World,OWID_WRL,2021-02-25,2.94
World,OWID_WRL,2021-02-26,3.02
World,OWID_WRL,2021-02-27,3.09
World,OWID_WRL,2021-02-28,3.3
World,OWID_WRL,2021-03-01,3.38
World,OWID_WRL,2021-03-02,3.46
World,OWID_WRL,2021-03-03,3.55
World,OWID_WRL,2021-03-04,3.64
Zimbabwe,ZWE,2021-02-18,0
Zimbabwe,ZWE,2021-02-22,0.01
Zimbabwe,ZWE,2021-02-23,0.03
Zimbabwe,ZWE,2021-02-24,0.05
Zimbabwe,ZWE,2021-02-25,0.07
Zimbabwe,ZWE,2021-02-26,0.08
Zimbabwe,ZWE,2021-02-27,0.11
Zimbabwe,ZWE,2021-02-28,0.13
Zimbabwe,ZWE,2021-03-01,0.14
Zimbabwe,ZWE,2021-03-02,0.17
Zimbabwe,ZWE,2021-03-03,0.19
Zimbabwe,ZWE,2021-03-04,0.21